,Beam length (um),Beam width (nm),Thickness_1 (nm),Thickness_2 (nm),Temperature (K),Distance (nm),Gate voltage (V),Pretension (Pa),M1 Eigenfrequency (Hz),M1 Quality factor,M1 Effective mass (kg),M1 Noise (kg^2/s^3),M1 TED (W),M2 Eigenfrequency (Hz),M2 Quality factor,M2 Effective mass (kg),M2 Noise (kg^2/s^3),M2 TED (W),M3 Eigenfrequency (Hz),M3 Quality factor,M3 Effective mass (kg),M3 Noise (kg^2/s^3),M3 TED (W),M4 Eigenfrequency (Hz),M4 Quality factor,M4 Effective mass (kg),M4 Noise (kg^2/s^3),M4 TED (W)
560,27.364330706034693,750.6331419226003,160.611727204803,41.32911244240185,0.0612211383942007,407.3458533977307,28.13357311027952,710880609.1740278,14158291.546127047,2786770.275325435,5.233385440771978e-15,1.2005145212422331e-28,4.9597386012602565e-12,32177545.279448576,2293726.603571426,5.56533266010225e-15,3.525148375461848e-28,5.921487500074204e-12,55962771.16132525,1998874.9719412029,5.596677630346976e-15,7.074876903893043e-28,6.508712019536704e-12,85998837.81998585,1835952.678518515,5.567815017749376e-15,1.1775813298323415e-27,6.911878187704985e-12
561,76.5810514983745,492.21475241819695,96.96513927381145,18.151653097054705,0.2590126887719582,487.2476630819157,33.698333462057114,860200827.1530539,4134272.810133654,43505784.01487676,6.222737372923057e-15,1.4422988856143676e-30,4.397849251636873e-12,8352733.367309528,40956917.51952917,6.241725480931121e-15,3.1047574839300243e-30,6.2693933767005235e-12,12735920.836879795,37499448.9947295,6.267283567018183e-15,5.1916627573009096e-30,8.03229056855216e-12,17357739.920752753,33829850.78290541,6.289189270841083e-15,7.870628674610115e-30,9.644937285513984e-12
562,364.362753380302,259.98746732485847,196.6028404389379,25.978597393009537,0.068061571276484,117.5731903027378,12.652524915999193,258881812.17747912,543876.1915403606,75922952.18440962,3.17321967041238e-14,6.435827471762803e-33,2.374791590044325e-14,1088088.8431604567,75886147.9235951,3.1735109029659254e-14,1.2883063234328735e-32,1.374868351132055e-13,1632975.3429656287,75743823.37483963,3.173422313851735e-14,1.9370354520471802e-32,4.0518766319432475e-13,2178873.305221018,84141829.55831943,3.173261397137202e-14,2.3265006072018763e-32,8.919064105516784e-13
563,14.721422316850813,269.2789952726704,85.58425766296965,20.11754941505129,1.6618364296241477,281.189168419496,18.514317509652056,368195951.108553,19772808.529486,7746628.656105482,5.367088659376909e-16,5.801314342238533e-28,2.007467152266805e-12,43909861.475320265,6597985.802666896,5.653385127635104e-16,1.5932769317373045e-27,2.470770744974561e-12,74965361.76464947,5706538.669046847,5.698751842991344e-16,3.17029465257566e-27,2.7674209608560723e-12,113962884.83767544,5080059.567823612,5.677419093402449e-16,5.393585771001976e-27,2.9656819320321805e-12
564,404.7175483209648,458.7568261147509,103.0684028633158,12.872382343967164,282.8509664077435,242.51870648205872,14.07621817297858,0.0,69917.5149555953,6947.699829065411,2.943382990156019e-14,2.824805719588178e-26,1.6828159214262186e-11,146257.81822699393,6947.999004681567,3.009082331223442e-14,6.040741960771809e-26,4.680447245671527e-11,234258.90663796003,6947.911247350807,3.044174165009116e-14,9.78832130257994e-26,5.612733032946334e-11,337609.2478849302,6947.699604376223,3.0480394688667245e-14,1.4125074886887602e-25,6.301914733879847e-11
565,31.69895925803991,301.6203524501655,168.01504912621252,26.79265927754094,0.084099600099263,521.8092291733378,0.0,868424297.6859249,10296586.651455134,218623598.5468416,2.6123611303580844e-15,5.686913869320878e-31,1.8088558541321784e-12,21050128.529742684,196539046.41240832,2.6356814448378978e-15,1.3048062367254922e-30,2.512192722801828e-12,32672920.10135493,167793467.32119372,2.6570044175177758e-15,2.3914008323172632e-30,3.131626491207248e-12,45505012.05902393,146713833.77172986,2.6651062560399146e-15,3.8207611935893415e-30,3.654022452819528e-12
566,30.145760980164148,595.4192808459143,202.2137448779889,34.36963796869101,32.68328501084748,565.3755401225711,8.936268093497336,604656812.6186675,10919694.512762716,2153232.063212806,5.502122735606716e-15,5.541998411917545e-26,3.545691204510774e-12,24082133.05895746,1358617.2308660864,5.779319905752048e-15,2.0346562209443816e-25,4.403129964674853e-12,40837461.36298424,873137.164912181,5.828182187787221e-15,5.414094775753231e-25,4.968504380328347e-12,61746432.20258467,442929.51896248217,5.807426529729193e-15,1.6079681433967562e-24,5.360790527967865e-12
567,29.430792773706067,455.25123764469214,101.20689538427251,40.95621146902517,0.0380201922413112,277.94502785847374,35.332995913886585,568266639.9101893,10660683.608708851,46926056.73527196,2.4913651499795426e-15,1.3720250448751518e-30,4.602078652491504e-12,22617707.225585435,40879789.98777203,2.568839512143098e-15,3.445327856283539e-30,6.009734621369103e-12,36833199.937366724,35494294.1040023,2.597950259629739e-15,6.53529806099092e-30,7.045369614965589e-12,53878360.078577995,31629627.14760328,2.593791149419733e-15,1.0710480648192478e-29,7.780148206130615e-12
568,946.7320222284292,883.0904544816423,214.44870661979056,11.055216318700031,0.20339090525529,230.53428629539343,29.745745908690388,200419019.5363232,190175.18418101326,38446694.73193441,2.854466838163416e-13,1.7694590140648334e-32,9.509693923443773e-14,380606.331460717,38395501.658044286,2.8547350964451765e-13,3.5463544984577827e-32,5.586628875992962e-13,571549.2796640971,38285325.15792696,2.8547364022783014e-13,5.340821019869816e-32,1.6598681401946618e-12,763259.550784091,32488123.776418157,2.8551159289280266e-13,8.406051235584129e-32,3.667151229279841e-12
569,266.9149613625113,513.9777541949533,156.71645488321303,11.785625346533852,224.3524961644652,440.1719916242071,36.40959369965352,957105458.8525132,1089763.4010562643,95500.88977178388,3.4856670756903515e-14,6.917338823895122e-26,4.612971566539906e-12,2181870.4811115083,92430.3186412225,3.485954414382196e-14,1.4310821476925066e-25,6.753195660932119e-12,3278657.9566836637,87750.67916756173,3.486787540432058e-14,2.2656846095940497e-25,8.871409727916359e-12,4382449.822024256,82072.55006677101,3.4871534500909606e-14,3.238310047773685e-25,1.0985424403728198e-11
570,236.9530357445646,643.2347962585244,194.3030922339183,40.997433645982056,0.0172026062582703,367.1003479228477,30.565101419961128,0.0,617293.8481469266,66508373.61830862,5.1526250562681056e-14,8.092023421271009e-33,6.880042273153892e-14,1245090.8512057713,66498840.73515176,5.163928045684087e-14,1.6359880186574275e-32,4.0441686883174125e-13,1893546.3672467184,66517526.8770729,5.18025989350742e-14,2.495194291562892e-32,1.2171439533992422e-12,2572172.6594900726,64206440.02319987,5.1953765737657925e-14,3.5216932717292127e-32,2.7479428351033707e-12
571,51.44440760779904,837.840775689136,138.0119797506524,45.320814386367054,11.130560545794996,538.2299327458471,38.74763544428615,576995383.4227502,6130874.363662521,3878687.972766016,1.0324603069937884e-14,3.7904860820580975e-27,8.606817531193266e-12,13112449.209506007,3181338.794170066,1.0690864572027581e-14,1.0234595783726624e-26,1.1121866570703228e-11,21549714.393403836,2576902.042985729,1.0809101776829416e-14,2.099506309499284e-26,1.2907950598996065e-11,31777533.40659719,2132043.742375016,1.0787488010898951e-14,3.7344647846268557e-26,1.4146094959659389e-11
572,29.297801133746624,785.5809416721404,159.73685973774496,44.43664019050391,0.0840265768023502,156.46967611664874,2.748475569876663,997057391.6160672,14272186.62191661,3830419.721952095,6.000076420880973e-15,1.2086229158050155e-28,5.121484705220687e-12,31659121.88716849,3054117.395985495,6.323091992439528e-15,3.5435007566492566e-28,6.287571070396629e-12,53912302.36172145,2570072.039750708,6.3705559631957385e-15,7.224533492532993e-28,7.037411370292392e-12,81630379.36414705,2297345.759386272,6.342445357282303e-15,1.2183500273894375e-27,7.550842320641937e-12
573,29.74033701881529,712.9888646101357,201.92161813055952,31.19866274889343,0.4435338810710461,209.3773843179356,12.638504170168616,499047921.19540703,11423454.732105024,4111072.399114025,6.279095823225957e-15,4.83189795783712e-28,4.208740719549219e-12,26147589.700393498,3417390.3844139366,6.690380756044745e-15,1.4176408085313878e-27,5.008098902629621e-12,45778565.84393909,2977920.345337748,6.7276177098518005e-15,2.864103543470649e-27,5.5033874733903495e-12,70740034.44086291,2706381.476150577,6.693115287325071e-15,4.844878204208213e-27,5.858065962902303e-12
574,215.96931149528533,50.55365318784465,100.65805224688152,20.05818103160221,0.3735451484325411,156.83406021139947,0.0,353408210.28633064,1014683.4452534919,153527951.7786566,1.9776465271891418e-15,5.7808816256486296e-33,1.1454348307244636e-14,2029414.6566763232,154969611.3965123,1.97762797492884e-15,1.1454368008498446e-32,6.245640235163482e-14,3044259.2584924563,162511823.2404973,1.977590887909927e-15,1.6384583719171786e-32,1.601472346979545e-13,4059271.3167584226,6792614.497008442,1.9777629594752745e-15,5.227422922912191e-31,2.540626989725996e-13
575,71.2208953249105,303.6635024397368,124.62125895916554,17.90555298314331,0.0204416756765762,106.4654099548844,1.085787518458721,405726530.7090856,3331631.376857717,240041742.23454195,4.465407682334172e-15,1.3793554597972393e-32,1.8269011284526661e-13,6717583.283657213,233932644.5412471,4.474570488758713e-15,2.8596869450709267e-32,1.0736382476909944e-12,10210390.77994468,224192403.6708847,4.487826347999501e-15,4.548858467689993e-32,3.2280983369687487e-12,13859275.747295048,220778732.08939117,4.500387165762765e-15,6.287501301828574e-32,5.792494366130793e-12
576,297.82348372148954,469.6413919819682,97.04384513950468,37.29273159524711,2.803811211284302,331.0437110181504,16.78886340697031,0.0,516284.2339235111,124341.07182434446,2.7202980269402414e-14,1.9718092790250115e-28,1.0710866568112908e-12,1034949.6083668972,124341.42441442495,2.7212571856127175e-14,3.954095173410662e-28,3.0926474003442964e-12,1558359.745095666,124341.6430137989,2.7222970515116293e-14,5.956083744676793e-28,5.9863679581907655e-12,2088845.100307018,124341.92462577327,2.7241002415214667e-14,7.988880012612943e-28,9.654268490415158e-12
577,73.42519467676199,588.7967869299221,177.07960160127627,28.9764185031978,0.7537199757449851,333.69725043185696,33.052139607296304,816243196.6303452,4282848.314215895,37392997.09667423,1.2619293567399156e-14,1.1159392353082872e-29,4.067113453388983e-12,8708619.308563186,33988393.99767264,1.2696454876782766e-14,2.5116795045765807e-29,5.7218603109796725e-12,13409856.894653138,29760599.014670707,1.278334754283202e-14,4.447235802644877e-29,7.224134911440087e-12,18501402.2874472,25681203.89371742,1.283038657287802e-14,7.136612154216617e-29,8.532256867324178e-12
578,304.5876065796534,657.1334207698851,94.8202809626598,23.73090516816618,11.800542887958994,475.9544303085514,7.301490869609023,212674582.75430188,649641.2797198656,81515.16585864402,3.46810886342992e-14,1.9415506435845047e-27,3.6832584139834964e-12,1302866.7762105612,81119.34594871794,3.469926363450355e-14,3.914863578697797e-27,1.0340649176378731e-11,1963228.5482362516,80478.25227414382,3.4717527206197594e-14,5.9492458176659706e-27,1.915217682932936e-11,2634211.9940093798,79617.42528824693,3.474360155609062e-14,8.074920118608227e-27,2.924466520361196e-11
579,351.98976332020106,928.5537808768285,141.3298594767448,35.41765770511745,0.7035457695745988,564.9218792919611,11.663393073963054,545627919.8306733,744648.4949712649,3467248.56468672,8.461339799358854e-14,5.698768807703767e-30,3.7919324312265865e-12,1492755.8244906983,3433285.5568539137,8.464368725348758e-14,1.1541147326603449e-29,1.5653488359816512e-11,2247753.639471573,3378834.490846093,8.46777080867389e-14,1.7665520933566928e-29,2.8394845128110244e-11,3013018.4280594997,3323141.6729122265,8.47367391638957e-14,2.4093519338539042e-29,3.572335657151062e-11
580,259.18959113739066,341.98367931744616,112.4680167035764,29.049065127190826,0.0229662469114652,520.7011279024915,27.07504766476828,321792330.57721233,847716.0658316708,55594777.48428217,1.853979425823001e-14,5.3372742410115976e-33,2.125683248977038e-14,1696811.7038572105,55478165.092583545,1.854128378037192e-14,1.0706550108149146e-32,1.2420627613630986e-13,2548663.6966257696,55296179.92792396,1.8543070641073187e-14,1.6136050577631123e-32,3.680531296950696e-13,3404645.707723654,91277426.27585004,1.854420080355673e-14,1.3059148222431708e-32,8.140064264479397e-13
581,176.6192504075182,335.07771595779553,102.08559845308294,32.797038432501665,67.12729122502395,259.17359419819513,23.89931028663113,889738495.2436612,1728909.314050572,31819.922396122274,1.1746367023190423e-14,7.584779966618251e-26,1.041355056741398e-12,3460711.395529468,31595.02941741849,1.1747346492379216e-14,1.52915926246698e-25,2.971444216383685e-12,5198293.453068486,31228.373076678403,1.1748531011616472e-14,2.3241348513633802e-25,5.6664022993147825e-12,6944532.065957822,30735.068473043782,1.1749327175629226e-14,3.15491833615786e-25,8.954801636252316e-12
582,339.8114714789203,517.9016563031574,154.01724032955144,37.4368392670702,1.0405116787378927,146.42809555415494,15.140616841019543,0.0,426674.95104968036,496518.4173344572,4.9306527306939765e-14,2.10853280524887e-29,1.1112593354657285e-12,855552.7490431549,496522.1848745,4.9328826364057667e-14,4.2298316015902707e-29,3.3992960886876105e-12,1288817.6357555508,496524.1365471358,4.935122606446891e-14,6.374750818287105e-29,6.557191869303855e-12,1728618.8882969755,496903.73777986265,4.938534449668922e-14,8.549470922873147e-29,1.0532422923441968e-11
583,242.6603854467276,706.0822542175098,205.5446185053104,25.70157949503432,135.0731744009755,242.8758520322701,23.726075961595352,273214532.3331829,765930.1076784506,36054.60276548413,5.795434573783775e-14,1.5596568177229292e-25,8.561687545290472e-12,1541363.1424595506,35116.60496522569,5.803402882663202e-14,3.2269317720348603e-25,1.2348781193317294e-11,2335576.1862661857,33703.85506056219,5.815705098429332e-14,5.105419709420925e-25,1.5989642749746472e-11,3157419.205688663,31988.6414756555,5.828496216477085e-14,7.287986896362992e-25,1.9457264171330063e-11
584,35.345135164092355,890.667688604203,100.24714048193884,20.40312846764494,1.1708039655178013,100.42890177243552,12.394623076649054,0.0,7586099.576271683,4067513.5585004287,4.64241193951718e-15,4.481272663130681e-28,9.532363859030253e-12,19016116.29494782,4020268.928574524,5.066652524293541e-15,1.2403835713005554e-27,1.0392100976931511e-11,35404468.758014016,3951104.2253834778,5.0619970624732016e-15,2.347629997209717e-27,1.0855758234202623e-11,56736758.16832672,3861708.9512110255,5.046000519759894e-15,3.837076294924016e-27,1.1185029859242227e-11
585,41.93158985963857,471.8755890474614,214.0646383840672,32.65164310270565,39.28449887116157,537.1251030094593,38.13826369663282,677829241.717647,7188201.959571723,1394110.6396129124,6.699105201739596e-15,4.262080614208151e-26,2.897145891801199e-12,14921897.412287375,1127933.4282814085,6.821222032802851e-15,1.1134855903039549e-25,3.922866041936847e-12,23656768.723646913,872857.0750251621,6.8942009610127835e-15,2.305568655718148e-25,4.758099165273374e-12,33722418.49385488,691107.1814794955,6.902067665355846e-15,4.1556058930109445e-25,5.404686800082751e-12
586,28.541810766560275,721.1171746230552,90.96071012386903,49.47957052680252,234.95600253860783,312.27799149919827,37.25892847417872,937612830.7373868,13193858.00261411,355153.5374269623,3.639981678473457e-15,2.153880639115588e-24,8.898724980980372e-12,29238690.557814952,236507.5664746564,3.834138854739962e-15,7.550009364861121e-24,1.093583531080884e-11,49760676.36426446,170303.63807927605,3.8643805330223744e-15,1.7984940636966208e-23,1.2228208859563887e-11,75341684.63490431,119409.98414873278,3.849111551139757e-15,3.868316119221727e-23,1.3082024749370059e-11
587,472.1439905855237,286.764189767584,99.3027876621306,18.59572707725213,1.2707111421039332,185.1119702115708,5.716879256194416,0.0,292868.3587204086,2943368.850541276,2.38353303169567e-14,7.466036658982278e-31,1.2616763419934105e-13,586002.3727085732,2943423.1225959244,2.383860559600076e-14,1.494062291839602e-30,7.340753610426969e-13,879664.7988988679,2943453.09407393,2.3836122761806264e-14,2.2425229001901632e-30,1.7636710477597648e-12,1174120.5621325506,2930561.726521796,2.3839855270082763e-14,3.0068143496693065e-30,2.894387030867736e-12
588,13.88794256690311,414.6703068344353,151.03376810113568,11.723084388181425,8.596939454699122,531.4718703881277,0.0,276464240.64953065,24778634.187813558,801212.3234337568,1.1688839972665964e-15,8.898411285833076e-26,1.829930477702736e-12,60802948.45981651,669158.9169958376,1.269841455361448e-15,2.840247521374889e-25,2.063402825728509e-12,111611632.12296589,571810.1878288332,1.2684867151760245e-15,6.094734785408529e-25,2.2238917580714304e-12,177160158.2767603,497894.5865217509,1.2617538538874824e-15,1.1051331686831169e-24,2.3710542655500642e-12
589,194.42968911353347,122.21502611023476,159.1097948221563,39.20035699392842,55.71000583182433,579.2473510749736,28.696071552898065,683122393.0835923,1391523.5868891699,117809.27837777953,7.0333691980243794e-15,6.761231497512498e-27,1.4863111641874185e-13,2783383.8775540474,117705.19956481428,7.0334369342906846e-15,1.3536187810049232e-26,4.1320622943830993e-13,4175919.902396243,117534.50762283258,7.033264629116148e-15,2.0337381726114998e-26,7.930304176728509e-13,5569470.677632107,116961.70204545373,7.033862981224845e-15,2.7259347793598726e-26,1.2883800926350266e-12
